Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
350,Slytherin,Doug,Bray,2000-09-04,Left,88967.0,344.5108931098819,-6.2716395387075865,2.26431258388571,-8.183,-427.4269326894706,191.50816151037978,2.098612448831328,1062.098335577098,7.689390180257195,-1.1554181202508385,-258.52837,-93.98
351,Gryffindor,Kathi,Pederson,1996-12-05,Right,44695.0,762.1983112020517,-4.941757416834276,-4.7227152546709785,5.4910000000000005,-363.7376904181617,868.7782594242693,-5.3212512889176935,940.018637225071,2.5108777398977056,0.6301483867073905,-251.61443,207.78
352,Hufflepuff,Norbert,Jerome,2000-11-21,Left,53711.0,743.2673665880485,5.727655019855268,-4.4060405565621,3.635,-499.8137323935431,243.84715428282536,-0.8336869760336905,1053.1970616683752,1.252163120794882,0.495095620716356,-246.60538,54.86
353,Ravenclaw,Porter,Holloway,1998-05-09,Right,53520.0,229.93382469356186,5.851743358825022,4.180944811740819,4.987,608.9372949408222,784.5159661026104,6.699628976853652,1062.8274113426728,8.1356436255928,-0.2502149016398978,-230.24709,-35.38
354,Slytherin,Wendi,English,2000-08-31,Left,33102.0,107.05344593871575,-3.18769256963985,6.236473874823687,-2.862,-568.3203333085853,261.35118393817555,4.90654636018467,,9.06849175728416,0.916685316978586,-245.30267,-41.17
355,Hufflepuff,Shelby,Carrington,1998-04-30,Right,33825.0,814.1617867892824,4.350432473121701,-5.591954390899936,,-435.6755842916462,222.90957694592365,6.474138227969773,,6.953140277855495,0.9888350993595022,-244.13999,1.56
356,Hufflepuff,Louie,Goddard,2001-03-02,Left,25186.0,799.9814547029681,7.22574341222342,-5.3547474012817045,5.04,-130.16504829989793,43.262385413513464,4.459818994315092,1019.7001120116204,-0.0034666357648764,0.2341560939249817,-242.58497000000003,19.12
357,Hufflepuff,Delbert,Inman,1999-02-08,Right,64622.0,705.3121978488224,4.415817690358755,-3.7711307912419234,5.882999999999999,-1041.3236581428478,364.23690848542213,4.846239464983008,1088.3731275227678,9.083015923476411,-1.1236096278669552,-243.85386,-14.66
358,Gryffindor,Eddy,Wolcott,2000-05-28,Left,41835.0,858.3873581843255,-5.130911719542043,-6.331754741900827,3.663,-853.5372656959784,715.5748838645662,-6.4040545033558605,928.1975972156648,2.0060260065667883,0.9408784784561058,-256.83041000000003,244.06
359,Hufflepuff,Tommie,Epperson,1999-11-19,Left,73472.0,540.5807472756975,1.9362401311583763,-1.015521737233346,7.455,-635.6036832223252,176.94487450612053,4.290163703672091,1076.644410822279,2.298576464334896,0.7216939438059892,-242.71655,-102.04
360,Ravenclaw,Reynaldo,Neville,2000-08-01,Left,56837.0,136.83149831536963,4.324191083796202,5.738349986189416,5.01,874.7933917914426,886.1059686799018,5.407737145920709,1071.4949050368025,8.070133467488054,0.7024848903531039,-229.23506,-46.66
361,Gryffindor,Danielle,Culpepper,1999-07-16,Right,46140.0,813.4343046611489,-3.723622144295255,-5.579785152227299,6.756,-346.01622624200826,780.1362343937094,-4.45903471863844,970.3299996271754,2.8173134158180115,-0.9274243077352906,-250.23734,166.96
362,Gryffindor,Venita,Haynes,2001-06-01,Left,59723.0,616.9224898367847,-4.487994719510543,-2.292557763251589,6.6229999999999976,-98.1266045442318,916.256037233743,-4.240296315721499,982.1088912768224,3.1916746856509985,0.6479772522240881,-247.31584,129.35
363,Ravenclaw,Williams,Rickman,1998-01-06,Right,76205.0,264.41698323711546,5.532531738648523,3.6041144398668767,5.791,768.215459370202,831.2986112963825,6.657682133450548,1053.257301069964,6.081924436283527,0.8440405413324026,-231.14496,-62.8
364,Gryffindor,Bessie,Hirsch,1997-07-30,Left,45984.0,714.0820674223196,3.0125055466043555,-3.9178321765276434,5.857,-730.7818863911913,504.3150314744457,6.119082724806418,1057.940273436112,10.927450603056496,1.127045674356992,-242.45532000000003,18.1
365,Gryffindor,Lillie,Gladden,1997-07-21,Left,51258.0,694.6737685729324,-3.6883392505705785,-3.593172350816128,7.04,-545.9042023426692,846.6847610001931,-5.750565833099345,957.1111854636324,1.5071015419002485,1.0576259053035666,-249.47558,192.69
366,Hufflepuff,Hugh,Lear,2000-04-16,Right,48470.0,696.3575392957462,6.346387324338227,-3.6213382768279336,4.888,-709.3072797943851,279.75819566105656,4.729752763178402,1060.1886164618415,6.066884883520636,-0.0805086333542676,-242.55581,13.46
368,Gryffindor,Chanda,Mcdade,2001-05-19,Left,67545.0,644.851835923122,-3.8720320556223538,-2.7597567023751544,5.077,-619.2945786112308,910.2865885741933,-6.606413952829298,967.613066695732,2.4107392495787234,1.5219080525556603,-251.32835,190.76
369,Hufflepuff,Olga,Crouch,1999-05-16,Right,62824.0,707.2727906247694,3.421620411036981,-3.8039273652162735,3.905,-566.2133518382913,243.74111063576026,9.186750039382709,1058.688521415781,8.592797183337101,0.7854599681962461,-244.36896,-76.16
371,Gryffindor,Mohamed,Harvey,1998-05-22,Right,27141.0,830.7119144057527,-3.0700287833685844,-5.86880305183429,7.657,-526.4040790689899,762.7816541779481,-6.795737800828261,938.2285185820388,0.2056019456033331,0.6092088982784044,-250.19702,244.96
372,Gryffindor,Rhonda,Tibbs,1997-07-22,Left,47339.0,914.1922665310487,-3.46790569397192,-7.265252930396942,5.513,-591.8825217728153,847.8377333363297,-5.891564889479287,941.3516067943456,2.8560821851176903,-1.9006078286218984,-253.77151,238.24
373,Ravenclaw,Gale,Wilmoth,1997-09-30,Left,57751.0,237.40196219834044,5.2500374326738735,4.0560186531162765,5.715,266.5238051721511,977.0894208302817,7.483499495471944,1051.8903826523367,11.440991246573102,-0.8314315588453283,-230.18354,1.29
374,Hufflepuff,Stephenie,Mesa,2000-07-24,Left,61356.0,657.6281302976472,4.953354345110134,-2.9734771081181512,5.002,-624.0258418834269,283.85575942835055,3.1723939262725662,1060.2066244800308,3.9945321002650784,0.5907365892925468,-243.83594,-5.1
375,Hufflepuff,Sydney,Rosen,1997-06-08,Left,83884.0,578.3203602136107,5.4197667061046255,-1.6468257095147596,5.692,,269.25613869993975,-1.849452136482089,1090.6253176755515,0.5516550490904208,0.6721048565824828,-245.23197,-0.02
376,Ravenclaw,Williams,Reddy,1999-12-26,Right,44625.0,76.63856130362181,5.3849723088226265,6.745250621373893,2.8310000000000004,249.79274113900064,620.8577278800635,5.612732928593367,1028.0222834371673,4.910270636239007,-0.3988529142932029,-232.23301,-3.12
377,Slytherin,Collin,Slaton,2000-04-04,Right,67730.0,214.03013717692787,-6.228201137689725,4.4469798958761695,-6.9510000000000005,-413.8225905367104,196.5675076628281,3.914832206664072,1054.4462673424769,8.561106147875732,-1.3103752957934756,-253.97717000000003,-93.37
378,Gryffindor,Eloy,Cruz,2000-03-10,Right,61157.0,637.3342111196819,-4.79953115319151,-2.6340027258216416,5.268,-571.8396529455982,917.1777670021291,-6.69547357644933,937.975301341436,,-0.3475788164907212,-251.68137,211.41
379,Slytherin,Doreen,Ferreira,2001-03-29,Right,63499.0,229.3212828285402,-9.68766228034822,4.191191342705855,-6.285,-310.1586452500292,209.49498557725684,6.938013912448753,1051.4441956520825,11.344639694736426,0.1692820022258201,-254.23222,-143.52
380,Gryffindor,Johnie,Cho,1999-11-15,Right,17930.0,939.4465129531634,-5.69952815935107,-7.6877031052167855,5.44,-433.9709933884725,662.3287092704095,-4.145359898233809,925.7273952784273,2.669567790636255,-0.1589247430768902,-254.07461,219.71
381,Hufflepuff,Von,Dupre,1998-12-03,Right,47383.0,782.0478445599194,4.530756912659516,-5.0547560012830255,2.915,-533.6400237606858,331.20842012836437,5.112212898557743,1048.9240387608484,7.954527356446286,-0.1490508744611941,-245.71696,22.61
382,Gryffindor,Griselda,Thompson,1999-10-03,Right,56541.0,734.9182517016246,-4.884101637695258,-4.266377508043171,4.138999999999999,-886.9324806974525,815.2146815305114,-6.7774743383385525,935.9714858391736,1.7862629591446857,0.788245074099039,-255.01863,230.87
383,Gryffindor,Lottie,Miles,1997-04-20,Right,37880.0,671.4094425013952,-7.08446516923227,-3.2040093383185333,4.292,-410.4525921783418,775.702198590279,-3.3570299935021586,958.879452486226,4.9668009858109965,0.4433713719296142,-251.77155,156.13
384,Gryffindor,Tony,Schwarz,1999-02-27,Left,49297.0,699.5116484028823,-5.0307045649465385,-3.6740998568584384,5.039,-405.4132442662087,785.0178392512034,-4.9134451789857945,970.828181629774,3.1690278061488217,-0.6472100925796928,-251.2456,161.46
385,Gryffindor,Margo,Milam,1998-07-05,Left,53830.0,796.0470988137866,-3.229370575273723,-5.288933941422028,7.501,-286.8759396523604,859.5966054264428,-4.615696278582071,965.9524291342937,2.2960094789271817,-0.0852138398301992,-249.14775,169.8
386,Ravenclaw,Latonya,Amaya,1997-08-19,Right,52151.0,77.68200436930242,3.699605005118425,6.727796023911612,3.534,742.1342454680806,661.5382761063237,4.573940245224399,1048.5947201798172,4.104647839009681,0.7206167199962643,-231.79021,-49.41
387,Ravenclaw,Ernesto,Soper,1997-03-24,Right,55522.0,203.28891042451454,5.238002970748181,4.626657920850341,5.501,653.9520225934898,890.3596944579948,7.123052740708348,1076.2716025386972,10.28162942811748,-0.0816306952232309,-228.9608,-44.36
388,Hufflepuff,Randell,Treadwell,1997-04-13,Right,91534.0,591.4558126093573,5.414912687928168,-1.8665540699722567,4.744,-796.0645614270288,186.2568344330586,0.1702632447034773,1085.1096629079043,0.0922361103164988,-1.3175906741026304,-246.05342,-41.88
389,Ravenclaw,Jeffry,Mccloskey,2001-08-02,Right,51189.0,253.7761847081698,4.825555379709587,3.782112512889536,5.982,515.2863290323037,933.8453408396184,6.9645330212828505,1061.1859636419863,10.743622120737616,-0.5113530833851679,-229.7299,-13.61
390,Slytherin,Oliver,Heflin,1999-04-15,Right,,196.60402361695577,-5.381594456534202,4.738481950492782,-3.445,-434.1944680918468,288.9496401176772,6.938229821835995,1023.0327844304454,8.755956931749697,2.0710708268170785,-248.9768,-83.78
391,Hufflepuff,Graig,Padgett,1999-05-02,Left,53411.0,803.5924776344241,4.824097873557438,-5.41515218403286,7.807,-503.9663050244033,232.1252898836787,5.2618918524444185,1051.7275739491474,3.7592721870537047,0.5267115148182758,-242.68269,-27.14
392,Hufflepuff,Melva,Chastain,2001-10-26,Left,81491.0,718.0378329271296,3.2573492077381814,-3.984003774013517,6.909,-402.3214723823723,197.24049586198694,1.8946862215740328,,-0.6178807083101256,-1.386635646157164,-245.76681,-59.14
393,Ravenclaw,Ursula,Tyler,1998-02-13,Left,70313.0,132.1079873603527,,5.8173643426408885,3.892,268.3013812301261,887.9487154527184,5.045303168250967,1007.4456822473016,5.7811332191564535,0.4274845052279545,-234.21965,9.64
394,Ravenclaw,Eddy,Hardison,2001-05-14,Right,38245.0,399.6518875772767,6.457299498252349,1.3419202715935303,8.604,600.1925553596078,888.4106018971955,2.88842328078044,1070.6246352662706,7.359846070200992,0.1609124219602283,-229.266,35.3
395,Slytherin,Maria,Kidwell,1999-02-06,Left,45857.0,148.58018276556697,-5.647655354143777,5.54181932291281,-3.799,-591.7646505395062,211.34145570111016,7.048482058164468,1047.6484051196717,10.408749129663958,1.88278646664176,-248.39978,-94.89
396,Hufflepuff,Frederic,Koonce,1997-11-11,Left,51842.0,857.8242600668651,6.754861628379575,-6.3223353003468885,3.294,-221.8483972315508,0.0,3.921402182184609,1035.6813133175635,-0.1697406587794736,-1.0743033465625291,-246.87982,-15.53
397,Hufflepuff,Eugene,Peralta,1998-11-14,Right,61982.0,654.4962506132077,5.234529833477609,-2.9210873793536623,4.23,-787.0360495302342,327.0030628485664,3.8981597040978686,1069.794110139911,6.495579301439053,-2.2865373952165613,-244.01333,1.25
398,Ravenclaw,Allan,Bentley,1998-10-13,Left,56020.0,45.616417801005376,6.735581859032765,7.264185525505128,3.908,511.96076203579423,844.1559497755853,7.244499044719727,1042.0588039563484,7.55425928165166,-0.7888166399316436,-228.2429,-18.27
399,Ravenclaw,Clarence,Pope,1999-07-26,Left,46452.0,39.924620374417245,7.224871772315812,,2.889,,557.2479637315928,3.0959424053982607,1035.3315888513016,0.477165323160548,0.9756274005072034,-230.70067000000003,-8.78
